,Airline,Source,Destination,Route,Dep_Time,Additional_Info,Price,Stops
2994,Air India,Delhi,Cochin,DEL → BOM → COK,04:00,No info,8635.0,1
2995,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,No info,14714.0,1
2996,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,14151.0,1
2997,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,No info,8835.0,1
2998,Air India,Kolkata,Banglore,CCU → DEL → BLR,17:30,No info,11936.0,1
2999,Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,21:35,No info,13882.0,2
3000,Air India,Delhi,Cochin,DEL → MAA → COK,17:20,No info,5117.0,1
3001,Jet Airways,Banglore,Delhi,BLR → DEL,15:15,In-flight meal not included,4544.0,0
3002,IndiGo,Delhi,Cochin,DEL → HYD → COK,06:50,No info,6442.0,1
3003,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,No info,10441.0,2
3004,IndiGo,Mumbai,Hyderabad,BOM → HYD,20:05,No info,2227.0,0
3005,Jet Airways,Banglore,Delhi,BLR → DEL,06:00,No info,7229.0,0
3006,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,10262.0,1
3007,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,No info,13817.0,1
3008,SpiceJet,Delhi,Cochin,DEL → BLR → COK,17:55,No info,5975.0,1
3009,IndiGo,Kolkata,Banglore,CCU → BLR,21:25,No info,4148.0,0
3010,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,13587.0,1
3011,Jet Airways,Mumbai,Hyderabad,BOM → HYD,03:05,In-flight meal not included,2759.0,0
3012,Jet Airways,Banglore,Delhi,BLR → DEL,19:50,No info,7229.0,0
3013,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,No info,13547.0,2
3014,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,3873.0,0
3015,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14388.0,1
3016,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,No info,13731.0,1
3017,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No check-in baggage included,3815.0,0
3018,Jet Airways,Mumbai,Hyderabad,BOM → HYD,15:50,No info,5678.0,0
3019,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,9663.0,1
3020,GoAir,Kolkata,Banglore,CCU → AMD → BLR,16:40,No info,8855.0,1
3021,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,15129.0,2
3022,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,16:55,No info,13555.0,1
3023,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,10844.0,1
3024,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,In-flight meal not included,7832.0,1
3025,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,In-flight meal not included,11150.0,2
3026,Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,No info,8452.0,1
3027,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,09:45,No info,9646.0,1
3028,IndiGo,Banglore,Delhi,BLR → DEL,10:10,No info,3943.0,0
3029,GoAir,Delhi,Cochin,DEL → BOM → COK,07:00,No info,5281.0,1
3030,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,No info,14667.0,2
3031,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,14571.0,1
3032,Jet Airways,Banglore,New Delhi,BLR → BDQ → DEL,05:50,Business class,28097.0,1
3033,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,20:35,No info,17471.0,1
3034,Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,In-flight meal not included,10577.0,1
3035,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,14848.0,1
3036,IndiGo,Banglore,Delhi,BLR → DEL,23:30,No info,4591.0,0
3037,IndiGo,Chennai,Kolkata,MAA → CCU,19:35,No info,3597.0,0
3038,IndiGo,Delhi,Cochin,DEL → HYD → COK,16:10,No info,6938.0,1
3039,Air Asia,Kolkata,Banglore,CCU → BLR,19:55,No info,3807.0,0
3040,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,In-flight meal not included,10262.0,1
3041,Air India,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,No info,11432.0,2
3042,Jet Airways,Banglore,New Delhi,BLR → DEL,19:55,No info,7229.0,0
3043,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,14848.0,1
3044,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8586.0,1
3045,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,No info,6106.0,1
3046,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No info,3873.0,0
3047,Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,In-flight meal not included,15812.0,2
3048,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,12121.0,1
3049,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8586.0,1
3050,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,No info,7354.0,1
3051,IndiGo,Kolkata,Banglore,CCU → BLR,21:25,No info,4778.0,0
3052,IndiGo,Delhi,Cochin,DEL → BOM → COK,08:30,No info,6838.0,1
3053,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,09:45,No info,10276.0,1
3054,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,No info,8016.0,0
3055,Air India,Banglore,New Delhi,BLR → HYD → DEL,08:15,No info,4943.0,1
3056,IndiGo,Banglore,Delhi,BLR → DEL,08:30,No info,4823.0,0
3057,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,12996.0,1
3058,Air India,Delhi,Cochin,DEL → BOM → COK,09:00,No info,9929.0,1
3059,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,9508.0,1
3060,Air India,Delhi,Cochin,DEL → COK,18:05,No info,5674.0,0
3061,IndiGo,Chennai,Kolkata,MAA → CCU,11:35,No info,3858.0,0
3062,IndiGo,Kolkata,Banglore,CCU → BLR,22:15,No info,4804.0,0
3063,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,14:00,No info,13377.0,1
3064,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:00,In-flight meal not included,12898.0,1
3065,Air Asia,Kolkata,Banglore,CCU → BLR,10:20,No info,4409.0,0
3066,Air Asia,Delhi,Cochin,DEL → BLR → COK,07:55,No info,8759.0,1
3067,Air India,Banglore,New Delhi,BLR → AMD → DEL,00:30,No info,10394.0,1
3068,IndiGo,Chennai,Kolkata,MAA → CCU,11:35,No info,3858.0,0
3069,Air Asia,Delhi,Cochin,DEL → BLR → COK,07:55,No info,6253.0,1
3070,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,No info,15129.0,2
3071,GoAir,Kolkata,Banglore,CCU → HYD → BLR,06:35,No info,4773.0,1
3072,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,9663.0,1
3073,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,12692.0,1
3074,IndiGo,Banglore,Delhi,BLR → DEL,01:30,No info,3943.0,0
3075,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,In-flight meal not included,10703.0,1
3076,IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,No info,8784.0,1
3077,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:15,No info,11622.0,1
3078,IndiGo,Chennai,Kolkata,MAA → CCU,22:05,No info,5277.0,0
3079,Air Asia,Delhi,Cochin,DEL → BLR → COK,16:45,No info,8327.0,1
3080,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,6885.0,0
3081,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,8016.0,0
3082,IndiGo,Delhi,Cochin,DEL → PNQ → COK,23:30,No info,10112.0,1
3083,IndiGo,Delhi,Cochin,DEL → BOM → COK,17:30,No info,14871.0,1
3084,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,In-flight meal not included,10262.0,1
3085,Jet Airways,Mumbai,Hyderabad,BOM → HYD,19:35,In-flight meal not included,2470.0,0
3086,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,No info,11622.0,2
3087,Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,No info,8662.0,1
3088,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,No info,11972.0,2
3089,Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,In-flight meal not included,11992.0,2
3090,Jet Airways,Delhi,Cochin,DEL → BOM → COK,10:00,In-flight meal not included,12373.0,1
3091,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,7198.0,1
3092,Jet Airways,Delhi,Cochin,DEL → BOM → COK,07:05,No info,14714.0,1
3093,IndiGo,Delhi,Cochin,DEL → BOM → COK,16:00,No info,6316.0,1
3094,Air India,Delhi,Cochin,DEL → BLR → COK,17:40,No info,5998.0,1
3095,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,No info,13044.0,1
3096,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,13:05,No info,9646.0,1
3097,Air Asia,Delhi,Cochin,DEL → BLR → COK,16:45,No info,6451.0,1
3098,GoAir,Delhi,Cochin,DEL → BOM → COK,07:00,No info,5281.0,1
3099,Jet Airways,Mumbai,Hyderabad,BOM → HYD,19:35,In-flight meal not included,2228.0,0
3100,IndiGo,Banglore,Delhi,BLR → DEL,06:05,No info,3943.0,0
3101,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,No info,11753.0,2
3102,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,12819.0,2
3103,Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,13:55,In-flight meal not included,8728.0,2
3104,SpiceJet,Delhi,Cochin,DEL → PNQ → COK,08:45,No info,4812.0,1
3105,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
3106,Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,No info,8452.0,1
3107,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,15:10,No info,6762.0,1
3108,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:55,No info,13817.0,1
3109,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,In-flight meal not included,12898.0,1
3110,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,19:20,No info,3480.0,1
3111,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,1 Long layover,27992.0,1
3112,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,In-flight meal not included,7791.0,2
3113,Air India,Delhi,Cochin,DEL → BLR → COK,06:10,No info,5704.0,1
3114,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,16:35,No info,5268.0,1
3115,GoAir,Banglore,Delhi,BLR → DEL,11:40,No info,3898.0,0
3116,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,3847.0,0
3117,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,No info,10877.0,1
3118,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:45,No info,8371.0,1
3119,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:10,No info,7038.0,1
3120,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,No info,14571.0,1
3121,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,11841.0,1
3122,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,No info,15129.0,2
3123,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No check-in baggage included,3841.0,0
3124,Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,In-flight meal not included,10262.0,1
3125,Air India,Kolkata,Banglore,CCU → BLR,20:45,No info,4460.0,0
3126,IndiGo,Banglore,New Delhi,BLR → DEL,18:25,No info,7648.0,0
3127,Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,No info,8610.0,1
3128,IndiGo,Chennai,Kolkata,MAA → CCU,13:15,No info,3597.0,0
3129,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6442.0,1
3130,IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,No info,12351.0,1
3131,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:30,No info,14067.0,1
3132,IndiGo,Banglore,Delhi,BLR → DEL,20:00,No info,4823.0,0
3133,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,12102.0,1
3134,Jet Airways,Mumbai,Hyderabad,BOM → HYD,07:05,No info,8040.0,0
3135,IndiGo,Banglore,New Delhi,BLR → DEL,10:05,No info,7648.0,0
3136,IndiGo,Delhi,Cochin,DEL → MAA → COK,02:00,No info,6582.0,1
3137,Vistara,Banglore,Delhi,BLR → DEL,11:30,No info,4668.0,0
3138,IndiGo,Banglore,Delhi,BLR → DEL,20:00,No info,4823.0,0
3139,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No info,3873.0,0
3140,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,No info,8476.0,1
3141,IndiGo,Delhi,Cochin,DEL → MAA → COK,07:15,No info,5636.0,1
3142,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,8586.0,1
3143,IndiGo,Banglore,Delhi,BLR → DEL,18:25,No info,4823.0,0
3144,Air India,Delhi,Cochin,DEL → COK,05:10,No info,6881.0,0
3145,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,In-flight meal not included,10844.0,1
3146,IndiGo,Kolkata,Banglore,CCU → BBI → BLR,19:35,No info,4226.0,1
3147,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,In-flight meal not included,12373.0,1
3148,Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,No info,10697.0,2
3149,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,In-flight meal not included,4995.0,0
3150,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,No info,9443.0,2
3151,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,In-flight meal not included,13029.0,2
3152,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,No info,12347.0,2
3153,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,7408.0,1
3154,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,7064.0,1
3155,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,13843.0,1
3156,IndiGo,Kolkata,Banglore,CCU → BLR,15:30,No info,4174.0,0
3157,Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,No info,16294.0,3
3158,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No check-in baggage included,3841.0,0
3159,IndiGo,Banglore,Delhi,BLR → DEL,04:00,No info,4423.0,0
3160,Air India,Delhi,Cochin,DEL → COK,05:10,No info,5201.0,0
3161,Air India,Banglore,New Delhi,BLR → BOM → IDR → DEL,06:45,No info,12599.0,2
3162,IndiGo,Mumbai,Hyderabad,BOM → HYD,06:25,No info,4049.0,0
3163,Air India,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,No info,12797.0,2
3164,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,13067.0,1
3165,Vistara,Kolkata,Banglore,CCU → DEL → BLR,20:20,No info,9345.0,1
3166,IndiGo,Delhi,Cochin,DEL → HYD → COK,05:05,No info,6818.0,1
3167,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,No info,8040.0,0
3168,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,No info,14300.0,2
3169,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,18:15,No info,13727.0,1
3170,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,16:55,In-flight meal not included,7832.0,1
3171,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:00,No info,16259.0,1
3172,IndiGo,Banglore,Delhi,BLR → DEL,08:30,No info,4823.0,0
3173,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,No info,16736.0,1
3174,Air India,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,No info,13217.0,2
3175,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,12:50,No info,6637.0,1
3176,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
3177,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,In-flight meal not included,8401.0,1
3178,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,3873.0,0
3179,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,In-flight meal not included,12410.0,2
3180,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
3181,IndiGo,Banglore,Delhi,BLR → DEL,13:00,No info,4423.0,0
3182,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,No info,16079.0,1
3183,Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,No info,15894.0,2
3184,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,No info,9103.0,1
3185,Air India,Delhi,Cochin,DEL → BLR → COK,09:45,No info,8991.0,1
3186,Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,No info,7893.0,2
3187,IndiGo,Mumbai,Hyderabad,BOM → HYD,02:30,No info,4575.0,0
3188,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,3873.0,0
3189,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,In-flight meal not included,7832.0,1
3190,IndiGo,Chennai,Kolkata,MAA → CCU,14:45,No info,3597.0,0
3191,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13759.0,1
3192,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,No info,7229.0,0
3193,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,3873.0,0
3194,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,9794.0,1
3195,Air India,Delhi,Cochin,DEL → BLR → COK,13:30,No info,6681.0,1
3196,IndiGo,Banglore,Delhi,BLR → DEL,21:15,No info,4423.0,0
3197,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,10844.0,1
3198,IndiGo,Delhi,Cochin,DEL → BOM → COK,09:15,No info,7258.0,1
3199,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,In-flight meal not included,4995.0,0
3200,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,No info,14924.0,1
3201,Vistara,Banglore,New Delhi,BLR → AMD → DEL,06:40,No info,6590.0,1
3202,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,In-flight meal not included,10262.0,1
3203,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,5515.0,0
3204,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,In-flight meal not included,6643.0,2
3205,IndiGo,Mumbai,Hyderabad,BOM → HYD,19:05,No info,2754.0,0
3206,IndiGo,Delhi,Cochin,DEL → BLR → COK,17:05,No info,6493.0,1
3207,IndiGo,Kolkata,Banglore,CCU → NAG → BLR,18:05,No info,6218.0,1
3208,Air India,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,No info,10861.0,2
3209,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,7094.0,1
3210,SpiceJet,Mumbai,Hyderabad,BOM → HYD,22:45,No info,2227.0,0
3211,Jet Airways,Banglore,Delhi,BLR → DEL,19:50,In-flight meal not included,4544.0,0
3212,Air India,Banglore,New Delhi,BLR → CCU → BBI → DEL,05:50,No info,7664.0,2
3213,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,8016.0,0
3214,Air Asia,Kolkata,Banglore,CCU → BLR,22:50,No info,3807.0,0
3215,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,No info,12698.0,2
3216,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8586.0,1
3217,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,7064.0,1
3218,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,5601.0,0
3219,SpiceJet,Delhi,Cochin,DEL → MAA → COK,15:45,No info,7317.0,1
3220,Air India,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,No info,12797.0,3
3221,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,06:15,No info,4226.0,1
3222,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
3223,IndiGo,Delhi,Cochin,DEL → BOM → COK,10:45,No info,6628.0,1
3224,IndiGo,Banglore,New Delhi,BLR → DEL,04:00,No info,8033.0,0
3225,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,No info,11200.0,1
3226,IndiGo,Kolkata,Banglore,CCU → BLR,15:30,No info,4804.0,0
3227,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,22:40,No info,5192.0,1
3228,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,13014.0,2
3229,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,10844.0,1
3230,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:00,No info,15603.0,1
3231,GoAir,Banglore,Delhi,BLR → DEL,07:45,No info,4239.0,0
3232,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,No info,13044.0,1
3233,Jet Airways,Delhi,Cochin,DEL → BOM → COK,18:15,In-flight meal not included,12898.0,1
3234,SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,08:35,No info,6013.0,1
3235,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14781.0,1
3236,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,No info,12557.0,1
3237,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:45,No info,13875.0,1
3238,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,In-flight meal not included,11507.0,2
3239,Air India,Kolkata,Banglore,CCU → BLR,14:15,No info,5510.0,0
3240,GoAir,Kolkata,Banglore,CCU → AMD → BLR,16:25,No info,10198.0,1
3241,Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,10:20,No info,8355.0,1
3242,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,No info,8016.0,0
3243,IndiGo,Delhi,Cochin,DEL → BOM → COK,10:35,No info,6314.0,1
3244,Air India,Delhi,Cochin,DEL → COK,05:10,No info,5831.0,0
3245,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,In-flight meal not included,10262.0,1
3246,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:55,In-flight meal not included,15136.0,1
3247,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,20:35,In-flight meal not included,7832.0,1
3248,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No info,3859.0,0
3249,IndiGo,Kolkata,Banglore,CCU → BLR,15:15,No info,4174.0,0
3250,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,No info,19225.0,1
3251,IndiGo,Delhi,Cochin,DEL → BOM → COK,04:45,No info,10518.0,1
3252,IndiGo,Banglore,Delhi,BLR → DEL,07:10,No info,4823.0,0
3253,Air India,Banglore,New Delhi,BLR → DEL,10:00,No info,7276.0,0
3254,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,12192.0,1
3255,Air Asia,Delhi,Cochin,DEL → BLR → COK,16:45,No info,11410.0,1
3256,Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,No info,13033.0,2
3257,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,No info,26890.0,1
3258,IndiGo,Kolkata,Banglore,CCU → BLR,15:15,No info,4804.0,0
3259,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
3260,Air India,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,No info,12436.0,2
3261,IndiGo,Banglore,Delhi,BLR → DEL,07:10,No info,4823.0,0
3262,IndiGo,Mumbai,Hyderabad,BOM → HYD,21:20,No info,2227.0,0
3263,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,In-flight meal not included,10262.0,1
3264,Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,No info,17024.0,1
3265,Jet Airways,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,In-flight meal not included,9296.0,2
